Model,Question,Examples,Id-Examples,Task name,Actual-answer,LLM-answer,Task-id
qwen2.5:1.5b,"Respond ONLY with the sentiment label (""negative"", ""neutral"" or ""positive"") for each task and nothing else.
## Examples
Comment:""great"" Sentiment:positive
Comment:""This app is dry. A waste of mens time."" Sentiment:negative
Comment:""a money consuming app for nothing. maybe you get lucky with a match onec every two to three months or something. and I have a really good profile and not a monster face or something. sportive body. but what you know 😏"" Sentiment:negative
Comment:""Hello my name is David and my experience with tinder has been very poor do to the fact that I don't get any likes at all and it would seem as if something is wrong or broken so I am going to just delete the account and the app and tell others to avoid it because it's not worth giving access to all your information just for them to shadow ban you so you can try to spend money on this app it is utterly useless and disappointing I am very dissatisfied."" Sentiment:negative
Comment:""Why keep showing me the fat and ugly ""secret admirer"" day after day?"" Sentiment:negative

## TASK
Comment:""Good apps"" Sentiment: 
","Comment:""great"" Sentiment:positive
Comment:""This app is dry. A waste of mens time."" Sentiment:negative
Comment:""a money consuming app for nothing. maybe you get lucky with a match onec every two to three months or something. and I have a really good profile and not a monster face or something. sportive body. but what you know 😏"" Sentiment:negative
Comment:""Hello my name is David and my experience with tinder has been very poor do to the fact that I don't get any likes at all and it would seem as if something is wrong or broken so I am going to just delete the account and the app and tell others to avoid it because it's not worth giving access to all your information just for them to shadow ban you so you can try to spend money on this app it is utterly useless and disappointing I am very dissatisfied."" Sentiment:negative
Comment:""Why keep showing me the fat and ugly ""secret admirer"" day after day?"" Sentiment:negative
","[9229, 1115, 4704, 982, 4222]","Comment:""Good apps"" Sentiment: 
",positive,positive,7884
qwen2.5:1.5b,"Respond ONLY with the sentiment label (""negative"", ""neutral"" or ""positive"") for each task and nothing else.
## Examples
Comment:""great"" Sentiment:positive
Comment:""This app is dry. A waste of mens time."" Sentiment:negative
Comment:""a money consuming app for nothing. maybe you get lucky with a match onec every two to three months or something. and I have a really good profile and not a monster face or something. sportive body. but what you know 😏"" Sentiment:negative
Comment:""Hello my name is David and my experience with tinder has been very poor do to the fact that I don't get any likes at all and it would seem as if something is wrong or broken so I am going to just delete the account and the app and tell others to avoid it because it's not worth giving access to all your information just for them to shadow ban you so you can try to spend money on this app it is utterly useless and disappointing I am very dissatisfied."" Sentiment:negative
Comment:""Why keep showing me the fat and ugly ""secret admirer"" day after day?"" Sentiment:negative

## TASK
Comment:""This app is dry. A waste of mens time."" Sentiment: 
","Comment:""great"" Sentiment:positive
Comment:""This app is dry. A waste of mens time."" Sentiment:negative
Comment:""a money consuming app for nothing. maybe you get lucky with a match onec every two to three months or something. and I have a really good profile and not a monster face or something. sportive body. but what you know 😏"" Sentiment:negative
Comment:""Hello my name is David and my experience with tinder has been very poor do to the fact that I don't get any likes at all and it would seem as if something is wrong or broken so I am going to just delete the account and the app and tell others to avoid it because it's not worth giving access to all your information just for them to shadow ban you so you can try to spend money on this app it is utterly useless and disappointing I am very dissatisfied."" Sentiment:negative
Comment:""Why keep showing me the fat and ugly ""secret admirer"" day after day?"" Sentiment:negative
","[9229, 1115, 4704, 982, 4222]","Comment:""This app is dry. A waste of mens time."" Sentiment: 
",negative,negative,1115
qwen2.5:1.5b,"Respond ONLY with the sentiment label (""negative"", ""neutral"" or ""positive"") for each task and nothing else.
## Examples
Comment:""great"" Sentiment:positive
Comment:""This app is dry. A waste of mens time."" Sentiment:negative
Comment:""a money consuming app for nothing. maybe you get lucky with a match onec every two to three months or something. and I have a really good profile and not a monster face or something. sportive body. but what you know 😏"" Sentiment:negative
Comment:""Hello my name is David and my experience with tinder has been very poor do to the fact that I don't get any likes at all and it would seem as if something is wrong or broken so I am going to just delete the account and the app and tell others to avoid it because it's not worth giving access to all your information just for them to shadow ban you so you can try to spend money on this app it is utterly useless and disappointing I am very dissatisfied."" Sentiment:negative
Comment:""Why keep showing me the fat and ugly ""secret admirer"" day after day?"" Sentiment:negative

## TASK
Comment:""great"" Sentiment: 
","Comment:""great"" Sentiment:positive
Comment:""This app is dry. A waste of mens time."" Sentiment:negative
Comment:""a money consuming app for nothing. maybe you get lucky with a match onec every two to three months or something. and I have a really good profile and not a monster face or something. sportive body. but what you know 😏"" Sentiment:negative
Comment:""Hello my name is David and my experience with tinder has been very poor do to the fact that I don't get any likes at all and it would seem as if something is wrong or broken so I am going to just delete the account and the app and tell others to avoid it because it's not worth giving access to all your information just for them to shadow ban you so you can try to spend money on this app it is utterly useless and disappointing I am very dissatisfied."" Sentiment:negative
Comment:""Why keep showing me the fat and ugly ""secret admirer"" day after day?"" Sentiment:negative
","[9229, 1115, 4704, 982, 4222]","Comment:""great"" Sentiment: 
",positive,positive,9229
qwen2.5:1.5b,"Respond ONLY with the sentiment label (""negative"", ""neutral"" or ""positive"") for each task and nothing else.
## Examples
Comment:""great"" Sentiment:positive
Comment:""This app is dry. A waste of mens time."" Sentiment:negative
Comment:""a money consuming app for nothing. maybe you get lucky with a match onec every two to three months or something. and I have a really good profile and not a monster face or something. sportive body. but what you know 😏"" Sentiment:negative
Comment:""Hello my name is David and my experience with tinder has been very poor do to the fact that I don't get any likes at all and it would seem as if something is wrong or broken so I am going to just delete the account and the app and tell others to avoid it because it's not worth giving access to all your information just for them to shadow ban you so you can try to spend money on this app it is utterly useless and disappointing I am very dissatisfied."" Sentiment:negative
Comment:""Why keep showing me the fat and ugly ""secret admirer"" day after day?"" Sentiment:negative

## TASK
Comment:""I love having friends"" Sentiment: 
","Comment:""great"" Sentiment:positive
Comment:""This app is dry. A waste of mens time."" Sentiment:negative
Comment:""a money consuming app for nothing. maybe you get lucky with a match onec every two to three months or something. and I have a really good profile and not a monster face or something. sportive body. but what you know 😏"" Sentiment:negative
Comment:""Hello my name is David and my experience with tinder has been very poor do to the fact that I don't get any likes at all and it would seem as if something is wrong or broken so I am going to just delete the account and the app and tell others to avoid it because it's not worth giving access to all your information just for them to shadow ban you so you can try to spend money on this app it is utterly useless and disappointing I am very dissatisfied."" Sentiment:negative
Comment:""Why keep showing me the fat and ugly ""secret admirer"" day after day?"" Sentiment:negative
","[9229, 1115, 4704, 982, 4222]","Comment:""I love having friends"" Sentiment: 
",negative,positive,4010
qwen2.5:1.5b,"Respond ONLY with the sentiment label (""negative"", ""neutral"" or ""positive"") for each task and nothing else.
## Examples
Comment:""Alot of bots and undesirable people"" Sentiment:negative
Comment:""First day it is nice . If any matches are not found it going to take account under review and it banns the account. Same situation happen to me. I don't know what I have crossed terms and conditions. Finally my account banned itself."" Sentiment:negative
Comment:""The limited amount of likes plus the amount of spam bots makes the whole experience trash. I really wish I could give it zero stars. Edit update: Wow, this app sucks.Then they have the balls to ask me to pay for features. Update: Far too many bots and fake profiles. Apparently you can't report fake profiles anymore for being straight up fake profiles. Tinder, fix yourself. Edit: Dear Tinder, remove whatever it is that lets ""calling cards"" be a thing."" Sentiment:negative
Comment:""Was issued a permanent ban. Bad experience after seeing 90% of fake profiles."" Sentiment:negative
Comment:""I assume I was shadowbanned because nothing is working"" Sentiment:negative

## TASK
Comment:""Too expensive and lots of third party paid site ads."" Sentiment: 
","Comment:""Alot of bots and undesirable people"" Sentiment:negative
Comment:""First day it is nice . If any matches are not found it going to take account under review and it banns the account. Same situation happen to me. I don't know what I have crossed terms and conditions. Finally my account banned itself."" Sentiment:negative
Comment:""The limited amount of likes plus the amount of spam bots makes the whole experience trash. I really wish I could give it zero stars. Edit update: Wow, this app sucks.Then they have the balls to ask me to pay for features. Update: Far too many bots and fake profiles. Apparently you can't report fake profiles anymore for being straight up fake profiles. Tinder, fix yourself. Edit: Dear Tinder, remove whatever it is that lets ""calling cards"" be a thing."" Sentiment:negative
Comment:""Was issued a permanent ban. Bad experience after seeing 90% of fake profiles."" Sentiment:negative
Comment:""I assume I was shadowbanned because nothing is working"" Sentiment:negative
","[1, 3, 9, 4, 2]","Comment:""Too expensive and lots of third party paid site ads."" Sentiment: 
",negative,negative,2654
qwen2.5:1.5b,"Respond ONLY with the sentiment label (""negative"", ""neutral"" or ""positive"") for each task and nothing else.
## Examples
Comment:""Alot of bots and undesirable people"" Sentiment:negative
Comment:""First day it is nice . If any matches are not found it going to take account under review and it banns the account. Same situation happen to me. I don't know what I have crossed terms and conditions. Finally my account banned itself."" Sentiment:negative
Comment:""The limited amount of likes plus the amount of spam bots makes the whole experience trash. I really wish I could give it zero stars. Edit update: Wow, this app sucks.Then they have the balls to ask me to pay for features. Update: Far too many bots and fake profiles. Apparently you can't report fake profiles anymore for being straight up fake profiles. Tinder, fix yourself. Edit: Dear Tinder, remove whatever it is that lets ""calling cards"" be a thing."" Sentiment:negative
Comment:""Was issued a permanent ban. Bad experience after seeing 90% of fake profiles."" Sentiment:negative
Comment:""I assume I was shadowbanned because nothing is working"" Sentiment:negative

## TASK
Comment:""Hello my name is David and my experience with tinder has been very poor do to the fact that I don't get any likes at all and it would seem as if something is wrong or broken so I am going to just delete the account and the app and tell others to avoid it because it's not worth giving access to all your information just for them to shadow ban you so you can try to spend money on this app it is utterly useless and disappointing I am very dissatisfied."" Sentiment: 
","Comment:""Alot of bots and undesirable people"" Sentiment:negative
Comment:""First day it is nice . If any matches are not found it going to take account under review and it banns the account. Same situation happen to me. I don't know what I have crossed terms and conditions. Finally my account banned itself."" Sentiment:negative
Comment:""The limited amount of likes plus the amount of spam bots makes the whole experience trash. I really wish I could give it zero stars. Edit update: Wow, this app sucks.Then they have the balls to ask me to pay for features. Update: Far too many bots and fake profiles. Apparently you can't report fake profiles anymore for being straight up fake profiles. Tinder, fix yourself. Edit: Dear Tinder, remove whatever it is that lets ""calling cards"" be a thing."" Sentiment:negative
Comment:""Was issued a permanent ban. Bad experience after seeing 90% of fake profiles."" Sentiment:negative
Comment:""I assume I was shadowbanned because nothing is working"" Sentiment:negative
","[1, 3, 9, 4, 2]","Comment:""Hello my name is David and my experience with tinder has been very poor do to the fact that I don't get any likes at all and it would seem as if something is wrong or broken so I am going to just delete the account and the app and tell others to avoid it because it's not worth giving access to all your information just for them to shadow ban you so you can try to spend money on this app it is utterly useless and disappointing I am very dissatisfied."" Sentiment: 
",negative,negative,982
qwen2.5:1.5b,"Respond ONLY with the sentiment label (""negative"", ""neutral"" or ""positive"") for each task and nothing else.
## Examples
Comment:""Alot of bots and undesirable people"" Sentiment:negative
Comment:""First day it is nice . If any matches are not found it going to take account under review and it banns the account. Same situation happen to me. I don't know what I have crossed terms and conditions. Finally my account banned itself."" Sentiment:negative
Comment:""The limited amount of likes plus the amount of spam bots makes the whole experience trash. I really wish I could give it zero stars. Edit update: Wow, this app sucks.Then they have the balls to ask me to pay for features. Update: Far too many bots and fake profiles. Apparently you can't report fake profiles anymore for being straight up fake profiles. Tinder, fix yourself. Edit: Dear Tinder, remove whatever it is that lets ""calling cards"" be a thing."" Sentiment:negative
Comment:""Was issued a permanent ban. Bad experience after seeing 90% of fake profiles."" Sentiment:negative
Comment:""I assume I was shadowbanned because nothing is working"" Sentiment:negative

## TASK
Comment:""people telll me that if the account gets blocked they never get Amy information or reason."" Sentiment: 
","Comment:""Alot of bots and undesirable people"" Sentiment:negative
Comment:""First day it is nice . If any matches are not found it going to take account under review and it banns the account. Same situation happen to me. I don't know what I have crossed terms and conditions. Finally my account banned itself."" Sentiment:negative
Comment:""The limited amount of likes plus the amount of spam bots makes the whole experience trash. I really wish I could give it zero stars. Edit update: Wow, this app sucks.Then they have the balls to ask me to pay for features. Update: Far too many bots and fake profiles. Apparently you can't report fake profiles anymore for being straight up fake profiles. Tinder, fix yourself. Edit: Dear Tinder, remove whatever it is that lets ""calling cards"" be a thing."" Sentiment:negative
Comment:""Was issued a permanent ban. Bad experience after seeing 90% of fake profiles."" Sentiment:negative
Comment:""I assume I was shadowbanned because nothing is working"" Sentiment:negative
","[1, 3, 9, 4, 2]","Comment:""people telll me that if the account gets blocked they never get Amy information or reason."" Sentiment: 
",neutral,negative,7165
qwen2.5:1.5b,"Respond ONLY with the sentiment label (""negative"", ""neutral"" or ""positive"") for each task and nothing else.
## Examples
Comment:""Alot of bots and undesirable people"" Sentiment:negative
Comment:""First day it is nice . If any matches are not found it going to take account under review and it banns the account. Same situation happen to me. I don't know what I have crossed terms and conditions. Finally my account banned itself."" Sentiment:negative
Comment:""The limited amount of likes plus the amount of spam bots makes the whole experience trash. I really wish I could give it zero stars. Edit update: Wow, this app sucks.Then they have the balls to ask me to pay for features. Update: Far too many bots and fake profiles. Apparently you can't report fake profiles anymore for being straight up fake profiles. Tinder, fix yourself. Edit: Dear Tinder, remove whatever it is that lets ""calling cards"" be a thing."" Sentiment:negative
Comment:""Was issued a permanent ban. Bad experience after seeing 90% of fake profiles."" Sentiment:negative
Comment:""I assume I was shadowbanned because nothing is working"" Sentiment:negative

## TASK
Comment:""a money consuming app for nothing. maybe you get lucky with a match onec every two to three months or something. and I have a really good profile and not a monster face or something. sportive body. but what you know 😏"" Sentiment: 
","Comment:""Alot of bots and undesirable people"" Sentiment:negative
Comment:""First day it is nice . If any matches are not found it going to take account under review and it banns the account. Same situation happen to me. I don't know what I have crossed terms and conditions. Finally my account banned itself."" Sentiment:negative
Comment:""The limited amount of likes plus the amount of spam bots makes the whole experience trash. I really wish I could give it zero stars. Edit update: Wow, this app sucks.Then they have the balls to ask me to pay for features. Update: Far too many bots and fake profiles. Apparently you can't report fake profiles anymore for being straight up fake profiles. Tinder, fix yourself. Edit: Dear Tinder, remove whatever it is that lets ""calling cards"" be a thing."" Sentiment:negative
Comment:""Was issued a permanent ban. Bad experience after seeing 90% of fake profiles."" Sentiment:negative
Comment:""I assume I was shadowbanned because nothing is working"" Sentiment:negative
","[1, 3, 9, 4, 2]","Comment:""a money consuming app for nothing. maybe you get lucky with a match onec every two to three months or something. and I have a really good profile and not a monster face or something. sportive body. but what you know 😏"" Sentiment: 
",negative,negative,4704
qwen2.5:1.5b,"Respond ONLY with the sentiment label (""negative"", ""neutral"" or ""positive"") for each task and nothing else.
## Examples
Comment:""Alot of bots and undesirable people"" Sentiment:negative
Comment:""First day it is nice . If any matches are not found it going to take account under review and it banns the account. Same situation happen to me. I don't know what I have crossed terms and conditions. Finally my account banned itself."" Sentiment:negative
Comment:""The limited amount of likes plus the amount of spam bots makes the whole experience trash. I really wish I could give it zero stars. Edit update: Wow, this app sucks.Then they have the balls to ask me to pay for features. Update: Far too many bots and fake profiles. Apparently you can't report fake profiles anymore for being straight up fake profiles. Tinder, fix yourself. Edit: Dear Tinder, remove whatever it is that lets ""calling cards"" be a thing."" Sentiment:negative
Comment:""Was issued a permanent ban. Bad experience after seeing 90% of fake profiles."" Sentiment:negative
Comment:""I assume I was shadowbanned because nothing is working"" Sentiment:negative

## TASK
Comment:""Personally, the app feels very superficial. It ends up feeling repetitive."" Sentiment: 
","Comment:""Alot of bots and undesirable people"" Sentiment:negative
Comment:""First day it is nice . If any matches are not found it going to take account under review and it banns the account. Same situation happen to me. I don't know what I have crossed terms and conditions. Finally my account banned itself."" Sentiment:negative
Comment:""The limited amount of likes plus the amount of spam bots makes the whole experience trash. I really wish I could give it zero stars. Edit update: Wow, this app sucks.Then they have the balls to ask me to pay for features. Update: Far too many bots and fake profiles. Apparently you can't report fake profiles anymore for being straight up fake profiles. Tinder, fix yourself. Edit: Dear Tinder, remove whatever it is that lets ""calling cards"" be a thing."" Sentiment:negative
Comment:""Was issued a permanent ban. Bad experience after seeing 90% of fake profiles."" Sentiment:negative
Comment:""I assume I was shadowbanned because nothing is working"" Sentiment:negative
","[1, 3, 9, 4, 2]","Comment:""Personally, the app feels very superficial. It ends up feeling repetitive."" Sentiment: 
",negative,negative,101
qwen2.5:1.5b,"Respond ONLY with the sentiment label (""negative"", ""neutral"" or ""positive"") for each task and nothing else.
## Examples
Comment:""Alot of bots and undesirable people"" Sentiment:negative
Comment:""First day it is nice . If any matches are not found it going to take account under review and it banns the account. Same situation happen to me. I don't know what I have crossed terms and conditions. Finally my account banned itself."" Sentiment:negative
Comment:""The limited amount of likes plus the amount of spam bots makes the whole experience trash. I really wish I could give it zero stars. Edit update: Wow, this app sucks.Then they have the balls to ask me to pay for features. Update: Far too many bots and fake profiles. Apparently you can't report fake profiles anymore for being straight up fake profiles. Tinder, fix yourself. Edit: Dear Tinder, remove whatever it is that lets ""calling cards"" be a thing."" Sentiment:negative
Comment:""Was issued a permanent ban. Bad experience after seeing 90% of fake profiles."" Sentiment:negative
Comment:""I assume I was shadowbanned because nothing is working"" Sentiment:negative

## TASK
Comment:""Why keep showing me the fat and ugly ""secret admirer"" day after day?"" Sentiment: 
","Comment:""Alot of bots and undesirable people"" Sentiment:negative
Comment:""First day it is nice . If any matches are not found it going to take account under review and it banns the account. Same situation happen to me. I don't know what I have crossed terms and conditions. Finally my account banned itself."" Sentiment:negative
Comment:""The limited amount of likes plus the amount of spam bots makes the whole experience trash. I really wish I could give it zero stars. Edit update: Wow, this app sucks.Then they have the balls to ask me to pay for features. Update: Far too many bots and fake profiles. Apparently you can't report fake profiles anymore for being straight up fake profiles. Tinder, fix yourself. Edit: Dear Tinder, remove whatever it is that lets ""calling cards"" be a thing."" Sentiment:negative
Comment:""Was issued a permanent ban. Bad experience after seeing 90% of fake profiles."" Sentiment:negative
Comment:""I assume I was shadowbanned because nothing is working"" Sentiment:negative
","[1, 3, 9, 4, 2]","Comment:""Why keep showing me the fat and ugly ""secret admirer"" day after day?"" Sentiment: 
",negative,negative,4222
qwen2.5:1.5b,"Respond ONLY with the sentiment label (""negative"", ""neutral"" or ""positive"") for each task and nothing else.
## Examples
Comment:""Alot of bots and undesirable people"" Sentiment:negative
Comment:""First day it is nice . If any matches are not found it going to take account under review and it banns the account. Same situation happen to me. I don't know what I have crossed terms and conditions. Finally my account banned itself."" Sentiment:negative
Comment:""The limited amount of likes plus the amount of spam bots makes the whole experience trash. I really wish I could give it zero stars. Edit update: Wow, this app sucks.Then they have the balls to ask me to pay for features. Update: Far too many bots and fake profiles. Apparently you can't report fake profiles anymore for being straight up fake profiles. Tinder, fix yourself. Edit: Dear Tinder, remove whatever it is that lets ""calling cards"" be a thing."" Sentiment:negative
Comment:""Was issued a permanent ban. Bad experience after seeing 90% of fake profiles."" Sentiment:negative
Comment:""I assume I was shadowbanned because nothing is working"" Sentiment:negative

## TASK
Comment:""Good apps"" Sentiment: 
","Comment:""Alot of bots and undesirable people"" Sentiment:negative
Comment:""First day it is nice . If any matches are not found it going to take account under review and it banns the account. Same situation happen to me. I don't know what I have crossed terms and conditions. Finally my account banned itself."" Sentiment:negative
Comment:""The limited amount of likes plus the amount of spam bots makes the whole experience trash. I really wish I could give it zero stars. Edit update: Wow, this app sucks.Then they have the balls to ask me to pay for features. Update: Far too many bots and fake profiles. Apparently you can't report fake profiles anymore for being straight up fake profiles. Tinder, fix yourself. Edit: Dear Tinder, remove whatever it is that lets ""calling cards"" be a thing."" Sentiment:negative
Comment:""Was issued a permanent ban. Bad experience after seeing 90% of fake profiles."" Sentiment:negative
Comment:""I assume I was shadowbanned because nothing is working"" Sentiment:negative
","[1, 3, 9, 4, 2]","Comment:""Good apps"" Sentiment: 
",positive,positive,7884
qwen2.5:1.5b,"Respond ONLY with the sentiment label (""negative"", ""neutral"" or ""positive"") for each task and nothing else.
## Examples
Comment:""Alot of bots and undesirable people"" Sentiment:negative
Comment:""First day it is nice . If any matches are not found it going to take account under review and it banns the account. Same situation happen to me. I don't know what I have crossed terms and conditions. Finally my account banned itself."" Sentiment:negative
Comment:""The limited amount of likes plus the amount of spam bots makes the whole experience trash. I really wish I could give it zero stars. Edit update: Wow, this app sucks.Then they have the balls to ask me to pay for features. Update: Far too many bots and fake profiles. Apparently you can't report fake profiles anymore for being straight up fake profiles. Tinder, fix yourself. Edit: Dear Tinder, remove whatever it is that lets ""calling cards"" be a thing."" Sentiment:negative
Comment:""Was issued a permanent ban. Bad experience after seeing 90% of fake profiles."" Sentiment:negative
Comment:""I assume I was shadowbanned because nothing is working"" Sentiment:negative

## TASK
Comment:""This app is dry. A waste of mens time."" Sentiment: 
","Comment:""Alot of bots and undesirable people"" Sentiment:negative
Comment:""First day it is nice . If any matches are not found it going to take account under review and it banns the account. Same situation happen to me. I don't know what I have crossed terms and conditions. Finally my account banned itself."" Sentiment:negative
Comment:""The limited amount of likes plus the amount of spam bots makes the whole experience trash. I really wish I could give it zero stars. Edit update: Wow, this app sucks.Then they have the balls to ask me to pay for features. Update: Far too many bots and fake profiles. Apparently you can't report fake profiles anymore for being straight up fake profiles. Tinder, fix yourself. Edit: Dear Tinder, remove whatever it is that lets ""calling cards"" be a thing."" Sentiment:negative
Comment:""Was issued a permanent ban. Bad experience after seeing 90% of fake profiles."" Sentiment:negative
Comment:""I assume I was shadowbanned because nothing is working"" Sentiment:negative
","[1, 3, 9, 4, 2]","Comment:""This app is dry. A waste of mens time."" Sentiment: 
",negative,negative,1115
qwen2.5:1.5b,"Respond ONLY with the sentiment label (""negative"", ""neutral"" or ""positive"") for each task and nothing else.
## Examples
Comment:""Alot of bots and undesirable people"" Sentiment:negative
Comment:""First day it is nice . If any matches are not found it going to take account under review and it banns the account. Same situation happen to me. I don't know what I have crossed terms and conditions. Finally my account banned itself."" Sentiment:negative
Comment:""The limited amount of likes plus the amount of spam bots makes the whole experience trash. I really wish I could give it zero stars. Edit update: Wow, this app sucks.Then they have the balls to ask me to pay for features. Update: Far too many bots and fake profiles. Apparently you can't report fake profiles anymore for being straight up fake profiles. Tinder, fix yourself. Edit: Dear Tinder, remove whatever it is that lets ""calling cards"" be a thing."" Sentiment:negative
Comment:""Was issued a permanent ban. Bad experience after seeing 90% of fake profiles."" Sentiment:negative
Comment:""I assume I was shadowbanned because nothing is working"" Sentiment:negative

## TASK
Comment:""great"" Sentiment: 
","Comment:""Alot of bots and undesirable people"" Sentiment:negative
Comment:""First day it is nice . If any matches are not found it going to take account under review and it banns the account. Same situation happen to me. I don't know what I have crossed terms and conditions. Finally my account banned itself."" Sentiment:negative
Comment:""The limited amount of likes plus the amount of spam bots makes the whole experience trash. I really wish I could give it zero stars. Edit update: Wow, this app sucks.Then they have the balls to ask me to pay for features. Update: Far too many bots and fake profiles. Apparently you can't report fake profiles anymore for being straight up fake profiles. Tinder, fix yourself. Edit: Dear Tinder, remove whatever it is that lets ""calling cards"" be a thing."" Sentiment:negative
Comment:""Was issued a permanent ban. Bad experience after seeing 90% of fake profiles."" Sentiment:negative
Comment:""I assume I was shadowbanned because nothing is working"" Sentiment:negative
","[1, 3, 9, 4, 2]","Comment:""great"" Sentiment: 
",positive,positive,9229
qwen2.5:1.5b,"Respond ONLY with the sentiment label (""negative"", ""neutral"" or ""positive"") for each task and nothing else.
## Examples
Comment:""Alot of bots and undesirable people"" Sentiment:negative
Comment:""First day it is nice . If any matches are not found it going to take account under review and it banns the account. Same situation happen to me. I don't know what I have crossed terms and conditions. Finally my account banned itself."" Sentiment:negative
Comment:""The limited amount of likes plus the amount of spam bots makes the whole experience trash. I really wish I could give it zero stars. Edit update: Wow, this app sucks.Then they have the balls to ask me to pay for features. Update: Far too many bots and fake profiles. Apparently you can't report fake profiles anymore for being straight up fake profiles. Tinder, fix yourself. Edit: Dear Tinder, remove whatever it is that lets ""calling cards"" be a thing."" Sentiment:negative
Comment:""Was issued a permanent ban. Bad experience after seeing 90% of fake profiles."" Sentiment:negative
Comment:""I assume I was shadowbanned because nothing is working"" Sentiment:negative

## TASK
Comment:""I love having friends"" Sentiment: 
","Comment:""Alot of bots and undesirable people"" Sentiment:negative
Comment:""First day it is nice . If any matches are not found it going to take account under review and it banns the account. Same situation happen to me. I don't know what I have crossed terms and conditions. Finally my account banned itself."" Sentiment:negative
Comment:""The limited amount of likes plus the amount of spam bots makes the whole experience trash. I really wish I could give it zero stars. Edit update: Wow, this app sucks.Then they have the balls to ask me to pay for features. Update: Far too many bots and fake profiles. Apparently you can't report fake profiles anymore for being straight up fake profiles. Tinder, fix yourself. Edit: Dear Tinder, remove whatever it is that lets ""calling cards"" be a thing."" Sentiment:negative
Comment:""Was issued a permanent ban. Bad experience after seeing 90% of fake profiles."" Sentiment:negative
Comment:""I assume I was shadowbanned because nothing is working"" Sentiment:negative
","[1, 3, 9, 4, 2]","Comment:""I love having friends"" Sentiment: 
",negative,positive,4010
